Street Number,Street Name,Borough,Zip Code,DOF Benchmarking Submission Status,ENERGY STAR Score,Total GHG Emissions(MtCO2e),Primary Property Type - Self Selected,DOF Number of Buildings
   111-14,  76 AVENUE         ,QUEENS,11375,In Compliance ,69,440.2,Multifamily Housing,1
   215-28,  47 AVENUE         ,QUEENS,11361,In Compliance ,30,1087.3,Multifamily Housing,4
125,BEACH   19 STREET   ,QUEENS,11691,In Compliance ,16,2867.1,Multifamily Housing,3
570,WEST END AVENUE     ,MANHATTAN,10024,In Compliance ,89,778.4,Multifamily Housing,1
1580,EAST   18 STREET    ,BROOKLYN            ,11230,In Compliance ,65,303.5,Multifamily Housing,1
1366,WHITE PLAINS ROAD   ,BRONX               ,10462,In Compliance ,61,342.5,Multifamily Housing,1
585,SCHENECTADY AVENUE  ,BROOKLYN            ,11203,In Compliance ,67,7857,Hospital (General Medical & Surgical),4
    70-11, 108 STREET         ,QUEENS,11375,In Compliance ,72,387.3,Multifamily Housing,1
    72-72, 112 STREET         ,QUEENS,11375,In Compliance ,93,550.5,Multifamily Housing,1
   111-15,  75 AVENUE         ,QUEENS,11375,In Compliance ,96,349.7,Multifamily Housing,1
88,   9 AVENUE         ,MANHATTAN,10011,In Compliance ,39,1773.7,Hotel,1
    81-15, 268 STREET         ,QUEENS              ,11004,In Compliance ,4,1101.2,Multifamily Housing,8
    72-17,  34 AVENUE         ,QUEENS,11372,In Compliance ,90,431.4,Multifamily Housing,1
330,EAST   79 STREET    ,MANHATTAN,10075,In Compliance ,83,290.8,Multifamily Housing,1
37,RIVERSIDE DRIVE     ,MANHATTAN,10023,In Compliance ,73,388.4,Multifamily Housing,1
539,WYTHE AVENUE        ,BROOKLYN            ,11249,In Compliance ,29,4111.1,Multifamily Housing,1
310,EAST   53 STREET    ,MANHATTAN,10022,In Compliance ,1,1485.9,Multifamily Housing,1
50,WEST   67 STREET    ,MANHATTAN,10023,In Compliance ,94,462.1,Multifamily Housing,1
870,   5 AVENUE         ,MANHATTAN,10065,In Compliance ,83,817.8,Multifamily Housing,1
7100,SHORE ROAD          ,BROOKLYN            ,11209,In Compliance ,98,739.6,K-12 School,1
135,   3 AVENUE         ,MANHATTAN,10003,In Compliance ,53,1183,Multifamily Housing,1
4580,BROADWAY            ,MANHATTAN,10040,In Compliance ,67,840.6,Multifamily Housing,1
3640,JOHNSON AVENUE      ,BRONX               ,10463,In Compliance ,91,576.8,Multifamily Housing,1
955,SHERIDAN AVENUE     ,BRONX               ,10456,In Compliance ,54,780.9,Multifamily Housing,1
     5-49,BORDEN AVENUE       ,QUEENS,11101,In Compliance ,83,392.7,Multifamily Housing,1
245,EAST GUN HILL ROAD  ,BRONX               ,10467,In Compliance ,62,625.3,Multifamily Housing,1
425,PARK AVENUE SOUTH   ,MANHATTAN,10016,In Compliance ,41,480.5,Multifamily Housing,1
575,   5 AVENUE         ,MANHATTAN,10017,In Compliance ,71,3368.2,Office,1
629,KAPPOCK STREET      ,BRONX               ,10463,In Compliance ,61,894.4,Multifamily Housing,1
640,WEST  231 STREET    ,BRONX               ,10463,In Compliance ,64,443.5,Multifamily Housing,1
2350,BROADWAY            ,MANHATTAN,10024,In Compliance ,87,1495.6,Multifamily Housing,1
220,EAST   23 STREET    ,MANHATTAN,10010,In Compliance ,85,760,Office,2
33,EAST   33 STREET    ,MANHATTAN,10016,In Compliance ,62,788.6,Office,1
511,   5 AVENUE         ,MANHATTAN,10036,In Compliance ,17,1706.9,Financial Office,1
1223,LEXINGTON AVENUE    ,MANHATTAN,10028,In Compliance ,28,1060.2,Multifamily Housing,1
1400,   5 AVENUE         ,MANHATTAN,10026,In Compliance ,21,1049.6,Multifamily Housing,1
242,MADISON AVENUE      ,MANHATTAN,10016,In Compliance ,22,1376,Multifamily Housing,1
285,RIVERSIDE DRIVE     ,MANHATTAN,10025,In Compliance ,99,724.9,Multifamily Housing,1
305,WEST   86 STREET    ,MANHATTAN,10024,In Compliance ,40,528.9,Multifamily Housing,1
372,   5 AVENUE         ,MANHATTAN,10018,In Compliance ,10,949.6,Multifamily Housing,1
402,EAST   90 STREET    ,MANHATTAN,10128,In Compliance ,81,425.1,Multifamily Housing,1
41,   5 AVENUE         ,MANHATTAN,10003,In Compliance ,66,628.2,Multifamily Housing,1
55,EAST   86 STREET    ,MANHATTAN,10028,In Compliance ,93,306.1,Multifamily Housing,1
35,WEST   81 STREET    ,MANHATTAN,10024,In Compliance ,84,361,Multifamily Housing,1
878,WEST END AVENUE     ,MANHATTAN,10025,In Compliance ,57,457.9,Multifamily Housing,1
99,JANE STREET         ,MANHATTAN,10014,In Compliance ,27,825.9,Multifamily Housing,1
421,EAST   13 STREET    ,MANHATTAN,10009,In Compliance ,51,404.5,Multifamily Housing,1
340,WEST STREET         ,MANHATTAN,10014,In Compliance ,100,1139.1,Office,1
1056,LEXINGTON AVENUE    ,MANHATTAN,10021,In Compliance ,91,269.1,Multifamily Housing,1
475,AVENUE OF THE AMER  ,MANHATTAN,10011,In Compliance ,97,487.9,Multifamily Housing,1
10,UNION SQUARE EAST   ,MANHATTAN,10003,In Compliance ,1,2368005.5,Multifamily Housing,3
33,EAST END AVENUE     ,MANHATTAN,10028,In Compliance ,99,263.3,Multifamily Housing,1
62,WEST   62 STREET    ,MANHATTAN,10023,In Compliance ,2,1201.3,Multifamily Housing,1
65,WEST   13 STREET    ,MANHATTAN,10011,In Compliance ,22,1459.7,Multifamily Housing,1
382,CENTRAL PARK WEST   ,MANHATTAN,10025,In Compliance ,66,2317.4,Multifamily Housing,1
180,EAST   79 STREET    ,MANHATTAN,10075,In Compliance ,100,713.5,Multifamily Housing,1
325,EAST   77 STREET    ,MANHATTAN,10075,In Compliance ,72,302.8,Multifamily Housing,1
    61-25,  98 STREET         ,QUEENS,11374,In Compliance ,54,2535.1,Multifamily Housing,2
341,WEST   38 STREET    ,MANHATTAN,10018,In Compliance ,82,274.8,Office,1
121,BENNETT AVENUE      ,MANHATTAN,10033,In Compliance ,70,569.9,Multifamily Housing,1
1180,GERARD AVENUE       ,BRONX               ,10452,In Compliance ,26,407.5,Multifamily Housing,1
1721,GRAND AVENUE        ,BRONX               ,10453,In Compliance ,50,648.8,Multifamily Housing,1
2732,BAINBRIDGE AVENUE   ,BRONX               ,10458,In Compliance ,44,468,Multifamily Housing,1
2820,MORRIS AVENUE       ,BRONX               ,10468,In Compliance ,35,793.6,Multifamily Housing,1
2876,CLAFLIN AVENUE      ,BRONX               ,10468,In Compliance ,22,1193.9,Multifamily Housing,1
487,   5 AVENUE         ,MANHATTAN,10017,In Compliance ,63,1205.8,Office,1
44,EAST   30 STREET    ,MANHATTAN,10016,In Compliance ,53,653.1,Office,1
313,WEST   37 STREET    ,MANHATTAN,10018,In Compliance ,100,277.2,Office,1
801,   2 AVENUE         ,MANHATTAN,10017,In Compliance ,76,951.7,Office,1
15,WEST   65 STREET    ,MANHATTAN,10023,In Compliance ,30,1540.4,Office,1
2953,DECATUR AVENUE      ,BRONX               ,10458,In Compliance ,70,401.7,Multifamily Housing,1
3191,ROCHAMBEAU AVENUE   ,BRONX               ,10467,In Compliance ,50,652,Multifamily Housing,1
3288,PERRY AVENUE        ,BRONX               ,10467,In Compliance ,50,502.8,Multifamily Housing,1
    86-10, 109 STREET         ,QUEENS,11418,In Compliance ,56,390.9,Multifamily Housing,1
3110,KINGSBRIDGE TERRACE ,BRONX               ,10463,In Compliance ,77,331.6,Multifamily Housing,1
3349,HULL AVENUE         ,BRONX               ,10467,In Compliance ,28,571,Multifamily Housing,1
3530,DECATUR AVENUE      ,BRONX               ,10467,In Compliance ,69,417.6,Multifamily Housing,1
3824,BRONX BOULEVARD     ,BRONX               ,10467,In Compliance ,20,707.9,Multifamily Housing,1
4054,CARPENTER AVENUE    ,BRONX               ,10466,In Compliance ,45,358.7,Multifamily Housing,1
606,WEST  145 STREET    ,MANHATTAN,10031,In Compliance ,63,407.9,Multifamily Housing,1
454,WEST  148 STREET    ,MANHATTAN,10031,In Compliance ,51,439.5,Multifamily Housing,1
2780,GRAND CONCOURSE     ,BRONX               ,10458,In Compliance ,39,777.1,Multifamily Housing,1
4030,BRONX BOULEVARD     ,BRONX               ,10466,In Compliance ,15,595.1,Multifamily Housing,1
3475,KNOX PLACE          ,BRONX               ,10467,In Compliance ,62,413.9,Multifamily Housing,1
410,EAST   52 STREET    ,MANHATTAN,10022,In Compliance ,96,513.7,Multifamily Housing,1
414,EAST   52 STREET    ,MANHATTAN,10022,In Compliance ,32,510.8,Multifamily Housing,1
424,EAST   52 STREET    ,MANHATTAN,10022,In Compliance ,18,511.6,Multifamily Housing,1
433,EAST   51 STREET    ,MANHATTAN,10022,In Compliance ,23,509.2,Multifamily Housing,1
434,EAST   52 STREET    ,MANHATTAN,10022,In Compliance ,12,509.9,Multifamily Housing,1
150,BEACH   84 STREET   ,QUEENS,11693,In Compliance ,19,5834.6,Multifamily Housing,3
    26-10,UNION STREET        ,QUEENS              ,11354,In Compliance ,29,4632.8,Multifamily Housing,6
   144-75,MELBOURNE AVENUE    ,QUEENS,11367,In Compliance ,55,659.6,Multifamily Housing,1
    64-11,BEACH CHANNEL DRIVE ,QUEENS              ,11692,In Compliance ,7,1228,Senior Care Community,1
611,BANNER AVENUE       ,BROOKLYN            ,11235,In Compliance ,39,495.7,Multifamily Housing,1
1151,BRIGHTON BEACH AVE  ,BROOKLYN            ,11235,In Compliance ,43,430.4,Multifamily Housing,1
132,CROWN STREET        ,BROOKLYN            ,11225,In Compliance ,31,717.4,Multifamily Housing,1
300,OCEAN PARKWAY       ,BROOKLYN            ,11218,In Compliance ,67,507.1,Multifamily Housing,1
8814,BAY PARKWAY         ,BROOKLYN            ,11214,In Compliance ,88,299.9,Multifamily Housing,1
3111,BRIGHTON    1 PLACE ,BROOKLYN            ,11235,In Compliance ,41,413.7,Multifamily Housing,1
3145,BRIGHTON    4 STREET,BROOKLYN            ,11235,In Compliance ,18,626.4,Multifamily Housing,1
1120,BRIGHTON BEACH AVE  ,BROOKLYN            ,11235,In Compliance ,35,892.2,Multifamily Housing,1
1150,BRIGHTON BEACH AVE  ,BROOKLYN            ,11235,In Compliance ,56,818.1,Multifamily Housing,1
260,OCEAN PARKWAY       ,BROOKLYN            ,11218,In Compliance ,28,550.9,Multifamily Housing,1
2,WEST END AVENUE     ,BROOKLYN            ,11235,In Compliance ,55,603.1,Multifamily Housing,1
1015,WASHINGTON AVENUE   ,BROOKLYN            ,11225,In Compliance ,44,471.3,Multifamily Housing,1
105,WINTHROP STREET     ,BROOKLYN            ,11225,In Compliance ,48,351.8,Multifamily Housing,1
160,BEACH  117 STREET   ,QUEENS,11694,In Compliance ,15,470,Multifamily Housing,1
248,EAST   65 STREET    ,MANHATTAN,10065,In Compliance ,75,685.5,Multifamily Housing,1
1360,OCEAN PARKWAY       ,BROOKLYN            ,11230,In Compliance ,39,963.7,Multifamily Housing,1
1110,STADIUM AVENUE      ,BRONX               ,10465,In Compliance ,50,676,Multifamily Housing,2
101,   7 AVENUE         ,MANHATTAN,10011,In Compliance ,82,821.2,Multifamily Housing,1
901,AVENUE H            ,BROOKLYN            ,11230,In Compliance ,72,429.8,Multifamily Housing,1
63,THOMAS STREET       ,MANHATTAN,10013,In Compliance ,81,453.8,Office,1
2020,KINGS HIGHWAY       ,BROOKLYN            ,11229,In Compliance ,60,260.2,Multifamily Housing,1
411,EAST   26 STREET    ,BROOKLYN            ,11226,In Compliance ,60,371.7,Multifamily Housing,1
1035,WASHINGTON AVENUE   ,BROOKLYN            ,11225,In Compliance ,18,616,Multifamily Housing,1
166,EAST   34 STREET    ,MANHATTAN,10016,In Compliance ,19,1464.6,Multifamily Housing,1
    42-52,NORTHERN BOULEVARD  ,QUEENS,11101,In Compliance ,63,217.7,Retail Store,1
327,EAST   13 STREET    ,MANHATTAN,10003,In Compliance ,71,508.5,Multifamily Housing,1
2075,FREDRICK DOUGLASS BL,MANHATTAN,10026,In Compliance ,57,323.7,Multifamily Housing,1
164,WEST  116 STREET    ,MANHATTAN,10026,In Compliance ,60,397.5,Multifamily Housing,1
254,HERKIMER STREET     ,BROOKLYN            ,11216,In Compliance ,9,1037.4,Multifamily Housing,1
721,WILLOUGHBY AVENUE   ,BROOKLYN            ,11206,In Compliance ,49,1252.6,Multifamily Housing,1
2177,FREDRICK DOUGLASS BL,MANHATTAN,10026,In Compliance ,80,263.2,Multifamily Housing,1
121,WEST   20 STREET    ,MANHATTAN,10011,In Compliance ,1,800.8,Multifamily Housing,1
320,RIVERSIDE DRIVE     ,MANHATTAN,10025,In Compliance ,92,785.2,Multifamily Housing,1
314,WEST   30 STREET    ,MANHATTAN,10001,In Compliance ,34,552.5,Multifamily Housing,1
320,WEST END AVENUE     ,MANHATTAN,10023,In Compliance ,68,468.1,Multifamily Housing,1
325,WEST END AVENUE     ,MANHATTAN,10023,In Compliance ,69,1108.4,Multifamily Housing,1
130,WEST   67 STREET    ,MANHATTAN,10023,In Compliance ,61,666.4,Multifamily Housing,1
145,WEST   79 STREET    ,MANHATTAN,10024,In Compliance ,17,492,Multifamily Housing,1
28,VESTRY STREET       ,MANHATTAN,10013,In Compliance ,20,239.9,Multifamily Housing,1
2,WEST   29 STREET    ,MANHATTAN,10001,In Compliance ,77,374,Multifamily Housing,1
1471,   3 AVENUE         ,MANHATTAN,10028,In Compliance ,5,1049,Multifamily Housing,1
15,WAVERLY PLACE       ,MANHATTAN,10003,In Compliance ,23,555.6,Multifamily Housing,1
27,NORTH MOORE STREET  ,MANHATTAN,10013,In Compliance ,44,785,Multifamily Housing,1
911,   8 AVENUE         ,MANHATTAN,10019,In Compliance ,6,2728.5,Multifamily Housing,1
1682,   2 AVENUE         ,MANHATTAN,10128,In Compliance ,53,754.6,Multifamily Housing,1
370,CENTRAL PARK WEST   ,MANHATTAN,10025,In Compliance ,59,673.1,Multifamily Housing,1
40,EAST    9 STREET    ,MANHATTAN,10003,In Compliance ,24,1168.2,Multifamily Housing,1
407,PARK AVENUE SOUTH   ,MANHATTAN,10016,In Compliance ,21,982.4,Multifamily Housing,1
417,RIVERSIDE DRIVE     ,MANHATTAN,10025,In Compliance ,88,504.8,Multifamily Housing,1
420,RIVERSIDE DRIVE     ,MANHATTAN,10025,In Compliance ,68,1092.2,Multifamily Housing,1
468,RIVERSIDE DRIVE     ,MANHATTAN,10027,In Compliance ,91,351.5,Multifamily Housing,1
47,EAST    9 STREET    ,MANHATTAN,10003,In Compliance ,2,1684.4,Multifamily Housing,1
789,WEST END AVENUE     ,MANHATTAN,10025,In Compliance ,82,613.5,Multifamily Housing,1
9,WEST   31 STREET    ,MANHATTAN,10001,In Compliance ,41,1144.4,Multifamily Housing,1
1325,   1 AVENUE         ,MANHATTAN,10021,In Compliance ,54,3381.6,Multifamily Housing,1
1500,THIERIOT AVENUE     ,BRONX               ,10460,In Compliance ,59,385.5,Multifamily Housing,1
115,EAST   34 STREET    ,MANHATTAN,10016,In Compliance ,58,1065.8,Multifamily Housing,1
1361,AVENUE OF THE AMER  ,MANHATTAN,10019,In Compliance ,2,2052.2,Multifamily Housing,1
402,   3 AVENUE         ,MANHATTAN,10016,In Compliance ,74,687.3,Multifamily Housing,1
    70-01, 113 STREET         ,QUEENS,11375,In Compliance ,90,280.3,Multifamily Housing,1
120,KENILWORTH PLACE    ,BROOKLYN            ,11210,In Compliance ,47,465.3,Multifamily Housing,1
   134-14,FRANKLIN AVENUE     ,QUEENS,11355,In Compliance ,52,656.5,Multifamily Housing,1
    21-24,  31 STREET         ,QUEENS,11105,In Compliance ,50,696.8,Multifamily Housing,1
    41-00,  43 AVENUE         ,QUEENS,11104,In Compliance ,65,499.2,Multifamily Housing,1
    41-11,  40 STREET         ,QUEENS,11104,In Compliance ,9,790.6,Multifamily Housing,1
    53-00,  65 PLACE          ,QUEENS,11378,In Compliance ,4,388.1,Multifamily Housing,1
    69-11,YELLOWSTONE BLVD    ,QUEENS              ,11375,In Compliance ,69,565.3,Multifamily Housing,1
706,EASTERN PARKWAY     ,BROOKLYN            ,11213,In Compliance ,13,458.2,Multifamily Housing,1
    78-12,  35 AVENUE         ,QUEENS,11372,In Compliance ,44,583.1,Multifamily Housing,1
    91-36,LAMONT AVENUE       ,QUEENS,11373,In Compliance ,100,155.5,Multifamily Housing,1
    93-40,QUEENS BOULEVARD    ,QUEENS,11374,In Compliance ,57,317,Multifamily Housing,1
205,EAST   66 STREET    ,MANHATTAN,10065,In Compliance ,96,529,Multifamily Housing,10
     1-50,BEACH   81 STREET   ,QUEENS,11693,In Compliance ,19,3900.3,Multifamily Housing,2
303,ELIZABETH STREET    ,MANHATTAN,10012,In Compliance ,80,641.7,Multifamily Housing,1
370,LENOX AVENUE        ,MANHATTAN,10027,In Compliance ,76,398.2,Multifamily Housing,1
848,   7 AVENUE         ,MANHATTAN,10019,In Compliance ,79,331.2,Office,1
607,LENOX AVENUE        ,MANHATTAN,10037,In Compliance ,100,192.1,Multifamily Housing,1
420,WEST   45 STREET    ,MANHATTAN,10036,In Compliance ,22,413.1,Office,1
280,EAST    2 STREET    ,MANHATTAN,10009,In Compliance ,60,339.2,Multifamily Housing,1
205,EAST   59 STREET    ,MANHATTAN,10022,In Compliance ,1,893.7,Multifamily Housing,1
601,WEST   57 STREET    ,MANHATTAN,10019,In Compliance ,19,3514.1,Multifamily Housing,1
   108-37,  71 AVENUE         ,QUEENS,11375,In Compliance ,14,898.1,Multifamily Housing,1
   108-48,  70 ROAD           ,QUEENS,11375,In Compliance ,39,817.6,Multifamily Housing,1
   175-01,HILLSIDE AVENUE     ,QUEENS,11432,In Compliance ,100,630.6,Multifamily Housing,1
   175-21,  88 AVENUE         ,QUEENS,11432,In Compliance ,100,169.1,Multifamily Housing,1
   185-01,HILLSIDE AVENUE     ,QUEENS,11432,In Compliance ,86,484.5,Multifamily Housing,1
    40-05,HAMPTON STREET      ,QUEENS,11373,In Compliance ,28,645.9,Multifamily Housing,1
    79-11,  41 AVENUE         ,QUEENS,11373,In Compliance ,53,2104,Multifamily Housing,1
    80-15,  41 AVENUE         ,QUEENS,11373,In Compliance ,60,1661.7,Multifamily Housing,1
    87-24,MIDLAND PARKWAY     ,QUEENS,11432,In Compliance ,80,300.8,Multifamily Housing,1
    88-10, 178 STREET         ,QUEENS,11432,In Compliance ,85,561.5,Multifamily Housing,1
8,WEST   74 STREET    ,MANHATTAN,10023,In Compliance ,82,464.1,Multifamily Housing,1
557,  10 AVENUE         ,MANHATTAN,10036,In Compliance ,8,2695,Multifamily Housing,1
336,BROADWAY            ,MANHATTAN,10013,In Compliance ,41,691.9,Multifamily Housing,1
2300,ELY AVENUE          ,BRONX               ,10469,In Compliance ,36,2017.3,Senior Care Community,1
99,GOLD STREET         ,BROOKLYN            ,11201,In Compliance ,94,310.5,Multifamily Housing,1
2338,MORRIS AVENUE       ,BRONX               ,10468,In Compliance ,1,963.1,Multifamily Housing,1
1585,WHITE PLAINS ROAD   ,BRONX               ,10462,In Compliance ,44,545,Multifamily Housing,1
   162-05,  89 AVENUE         ,QUEENS,11432,In Compliance ,70,244.1,Multifamily Housing,1
1660,TOPPING AVENUE      ,BRONX               ,10457,In Compliance ,16,782.5,Multifamily Housing,1
1718,GRAND AVENUE        ,BRONX               ,10453,In Compliance ,62,219.9,Multifamily Housing,1
180,EAST  163 STREET    ,BRONX               ,10451,In Compliance ,16,743.9,Multifamily Housing,1
180,LENOX ROAD          ,BROOKLYN            ,11226,In Compliance ,79,409.7,Multifamily Housing,1
2047,NOSTRAND AVENUE     ,BROOKLYN            ,11210,In Compliance ,63,274.5,Multifamily Housing,1
2095,CRESTON AVENUE      ,BRONX               ,10453,In Compliance ,3,972.4,Multifamily Housing,1
2100,WESTBURY COURT      ,BROOKLYN            ,11225,In Compliance ,56,418.7,Multifamily Housing,1
2125,CRUGER AVENUE       ,BRONX               ,10462,In Compliance ,29,746.6,Multifamily Housing,1
2820,SEDGWICK AVENUE     ,BRONX               ,10468,In Compliance ,57,622.4,Multifamily Housing,1
3250,PERRY AVENUE        ,BRONX               ,10467,In Compliance ,10,783.1,Multifamily Housing,1
3435,GILES PLACE         ,BRONX               ,10463,In Compliance ,65,407.2,Multifamily Housing,1
415,LEFFERTS AVENUE     ,BROOKLYN            ,11225,In Compliance ,57,521.4,Multifamily Housing,1
50,EAST  191 STREET    ,BRONX               ,10468,In Compliance ,31,1119.9,Multifamily Housing,1
707,EAST  242 STREET    ,BRONX               ,10470,In Compliance ,68,558.6,Multifamily Housing,1
263,   9 AVENUE         ,MANHATTAN,10001,In Compliance ,15,427.9,Multifamily Housing,1
735,EAST  242 STREET    ,BRONX               ,10470,In Compliance ,12,778.6,Multifamily Housing,1
750,GRAND CONCOURSE     ,BRONX               ,10451,In Compliance ,51,939.1,Multifamily Housing,1
750,LEFFERTS AVENUE     ,BROOKLYN            ,11203,In Compliance ,77,337.3,Multifamily Housing,1
825,GERARD AVENUE       ,BRONX               ,10451,In Compliance ,77,450.9,Multifamily Housing,1
835,WALTON AVENUE       ,BRONX               ,10451,In Compliance ,33,751.3,Multifamily Housing,1
870,OCEAN PARKWAY       ,BROOKLYN            ,11230,In Compliance ,25,855.1,Multifamily Housing,1
    89-20, 161 STREET         ,QUEENS,11432,In Compliance ,65,592.4,Multifamily Housing,1
725,FOX STREET          ,BRONX               ,10455,In Compliance ,74,317.6,Multifamily Housing,1
737,FOX STREET          ,BRONX               ,10455,In Compliance ,92,263.6,Multifamily Housing,1
   213-06,  75 AVENUE         ,QUEENS,11364,In Compliance ,77,2802.7,Multifamily Housing,6
